track,artistname,artist_count,releasedyear,releasedmonth,releasedday,spotify_playlists,spotify_charts,streams,apple_playlists,apple_charts,deezer_playlists,deezer_charts,shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,country_mb,tags_lastfm
devil donï¿½ï¿½ï¿½,morgan wallen,1,2023,3,3,166,0,32526947,2,10,0,0,0,125,nan,major,53,32,66,38,0,9,3,nan,nan
i wrote the book,morgan wallen,1,2023,1,31,430,0,83021468,15,17,0,0,0,144,d,major,68,83,81,9,0,8,4,nan,nan
man made a bar (feat. eric church),"morgan wallen, eric church",2,2023,3,3,329,0,58890931,14,35,1,0,0,148,e,major,50,49,76,12,0,12,3,nan,nan
after dark,mr.kitty,1,2014,8,8,1776,14,646886885,1,9,3,0,0,140,g#,major,58,4,60,7,41,8,3,nan,synthpop; electronic; 8-bit; new wave; chiptune; nintendocore; witch house; breakcore; darkwave; electropop; hxcmotherfucker; american; experimental; electroclash; synth-pop; seen live; pop; synth pop; dark pop; computer music; newbreed; self-destructive synthpop; electronica; goth; ambient; power pop; electro; gothic; 8bit; bitpop; europop; electro-pop; electro-punk; synthwave; disco; 80s; grindcore; singer-songwriter; usa; dance; industrial; post-punk; techno; minimal; idm; new rave; electro pop; cosmic; thrash; dark electro; complex; trippy; male vocalists; anime; vocoder; futurepop; dance-punk; visual; cold wave; check later; dark wave; reverb; chillwave; chiptunes; <3; drag; america; want; all; bookmarked; synthpunk; techno-pop; dreamwave; disco-punk; retrowave; cloud rap; dark synth; tecno; gothic pop; 80s revival; darksynth; music i tried but didnt like; broken-clash; experimental electro-pop; post-kircore; new retro wave; animecore; tecno-pop; crystal castles clone; witchhouse; in the witch house family; us american; darkly; nitendocore; retro wave; animepop; electronic-depressive-post-retro-kircore; emo-cyber-gothic-anus; classical anus; cyber-emo-gothic anus
hrs and hrs,muni long,1,2021,11,19,1800,0,181328253,43,36,46,13,4,140,g#,minor,51,66,53,60,0,11,18,nan,nan
pass the dutchie,musical youth,1,1982,1,1,5328,0,195918494,54,76,900,0,0,151,g,major,73,88,67,20,0,32,5,united kingdom,reggae; 80s; pop; british; reggae-pop; new wave; uk; ska; dancehall; male vocalists; birmingham; 80s pop; musical youth; chillout; soul; rocksteady; spotify; soundtrack; classic rock; metal; spanish; electronic; electronica; seen live; indie; jazz; rock; punk; alternative; alternative rock; dub; progressive rock; dance; canada; love; epic; acoustic; dance-pop; world; funk; latin; blues; canadian; awesome; bebop; england; progressive; oldies; punk rock; roots; rnb; mysterious; southern rock; 80's; 00s; proto-punk; 5 stars; jamaica; newwave; sweet; music in movies; 10s; favs; united kingdom; everything; classic blues; all; treble; some bands i like; the british are coming; dance hall; pop life; done; donna summer; dancehall reggae; redhalo radio; rootsreggae; high pitched voice; youngstar; little star; non the artists; reggaepop; pop-reggae; when i was young; hardy; mefavor; grammy nominee; ds seen live; midlands uk; one day fly; need to rate; nietvaakgenoeggespeeld; under 400000 plays; 80s reggae; artist - musical youth; groupe reggae; stupid flanders; virginislandreggae; kamern213; under 200000 listeners
lala,myke towers,1,2023,3,23,1474,48,133716286,48,126,58,14,382,92,c#,major,71,61,74,7,0,10,4,nan,nan
playa del inglï¿½,"myke towers, quevedo",2,2022,12,15,1701,15,221409663,30,15,34,2,47,113,g,minor,79,66,74,8,0,11,5,nan,nan
mi bello angel,natanael cano,1,2023,6,30,86,8,31873544,7,76,3,1,93,128,a,minor,81,90,77,1,0,9,5,nan,nan
amg,"natanael cano, gabito ballesteros, peso pluma",3,2022,11,24,995,19,463564958,12,117,9,5,3,136,b,minor,77,79,73,15,0,27,10,nan,nan
prc,"natanael cano, peso pluma",2,2023,1,23,961,26,436027885,19,143,10,6,15,138,g,minor,78,89,83,10,0,12,5,nan,nan
the christmas song (merry christmas to you) - remastered 1999,nat king cole,1,1946,11,1,11500,0,389771964,140,72,251,0,0,139,c#,major,36,22,15,84,0,11,4,united states,jazz; swing; blues; oldies; jazz vocal; vocal jazz; male vocalists; nat king cole; easy listening; american; 50s; piano; 40s; soul; christmas; jazz piano; 60s; vocal; pop; lounge; crooners; crooner; smooth jazz; traditional pop; big band; classic; romantic; jump blues; standards; male vocalist; usa; singer-songwriter; rhythm and blues; bossa nova
deck the hall - remastered 1999,nat king cole,1,1959,1,1,3299,0,127027715,65,39,41,0,0,107,f#,minor,69,96,36,81,0,8,4,united states,jazz; swing; blues; oldies; jazz vocal; vocal jazz; male vocalists; nat king cole; easy listening; american; 50s; piano; 40s; soul; christmas; jazz piano; 60s; vocal; pop; lounge; crooners; crooner; smooth jazz; traditional pop; big band; classic; romantic; jump blues; standards; male vocalist; usa; singer-songwriter; rhythm and blues; bossa nova
pop!,nayeon,1,2022,6,24,571,0,213505179,19,21,14,0,2,97,d,major,80,36,86,4,0,3,5,nan,nan
better days (neiked x mae muller x polo g),"neiked, mae muller, polo g",3,2021,9,24,4091,0,421040617,105,2,73,13,1,110,nan,minor,72,67,68,0,0,14,4,nan,nan
la llevo al cielo (ft. ï¿½ï¿½engo f,"nengo flow, anuel aa, chris jedi, chencho corleone",4,2022,5,20,3559,3,333146475,36,1,31,0,1,170,a,minor,80,77,85,11,0,17,14,nan,nan
gato de noche,"nengo flow, bad bunny",2,2022,12,22,2651,30,304118600,21,55,32,3,0,94,g#,major,89,61,66,17,0,36,16,nan,nan
die first,nessa barrett,1,2022,6,24,767,0,131746175,25,0,22,0,0,183,g#,minor,44,44,67,7,0,12,13,nan,nan
super shy,newjeans,1,2023,7,7,422,55,58255150,37,202,21,5,168,150,f,minor,78,52,82,18,0,15,7,nan,nan
new jeans,newjeans,1,2023,7,7,77,35,29562220,8,166,4,4,34,134,e,minor,81,53,72,51,0,12,5,nan,nan
omg,newjeans,1,2023,1,2,1783,27,430977451,26,124,15,1,22,127,a,minor,80,74,77,36,0,11,4,nan,nan
ditto,newjeans,1,2022,12,19,1154,22,397582059,28,125,11,1,51,134,f#,minor,81,18,64,3,0,10,11,nan,nan
hype boy,newjeans,1,2022,8,1,892,17,363472647,20,119,12,2,7,100,e,minor,59,78,94,27,0,29,23,nan,nan
attention,newjeans,1,2022,8,1,799,12,264717480,14,141,9,0,1,105,a#,minor,81,70,65,24,0,8,4,nan,nan
those eyes,new west,1,2019,5,10,1507,14,411747614,24,71,44,1,195,120,e,major,60,24,35,73,0,31,3,nan,nan
happy,nf,1,2023,3,25,660,0,52722996,22,7,11,0,78,106,g,major,73,22,86,31,0,12,4,united states,hip-hop; rap; hip hop; rnb; christian; christian rap; electronic; seen live; underground rap; singer; drum and bass; darkstep; r&b; satanic; demoscene; united states; christian hip-hop; nf; melodic rap; realmusic
heaven,niall horan,1,2023,2,17,1553,2,144584800,61,6,48,0,150,92,f,major,57,68,76,7,0,33,3,ireland,nan
red ruby da sleeze,nicki minaj,1,2023,3,3,1168,0,81419389,45,11,20,0,21,98,c#,major,70,29,73,12,0,11,26,united states,hip-hop; rap; rnb; pop; hip hop; female vocalists; sexy; nicki minaj; dance; american; r&b; new york; seen live; bitch; pop rap; electropop; barbie; young money; electronic; female vocalist; female rapper; usa; <3; trinidad and tobago; female rap; dance-pop; urban; shit; trinidadian; nicki; queen of rap; diva; hiphop; overrated; fierce bitch; its barbie bitch; female; alternative; singer-songwriter; crap; 10s; love; 3; party; amazing; guilty pleasure; the worst thing ever to happen to music; pink friday; better than iggy azalea; chillout; chill; world; fun; world music; hot; english; sunflower; female rappers; skitz0rz; uitluisteren artist; holloween skitz0rz; my dance room
super freaky girl,nicki minaj,1,2022,8,12,4827,0,428685680,104,17,76,9,2,133,d,major,95,91,89,6,0,31,24,united states,hip-hop; rap; rnb; pop; hip hop; female vocalists; sexy; nicki minaj; dance; american; r&b; new york; seen live; bitch; pop rap; electropop; barbie; young money; electronic; female vocalist; female rapper; usa; <3; trinidad and tobago; female rap; dance-pop; urban; shit; trinidadian; nicki; queen of rap; diva; hiphop; overrated; fierce bitch; its barbie bitch; female; alternative; singer-songwriter; crap; 10s; love; 3; party; amazing; guilty pleasure; the worst thing ever to happen to music; pink friday; better than iggy azalea; chillout; chill; world; fun; world music; hot; english; sunflower; female rappers; skitz0rz; uitluisteren artist; holloween skitz0rz; my dance room
barbie world (with aqua) [from barbie the album],"nicki minaj, aqua, ice spice",3,2023,6,23,1117,80,65156199,82,145,65,16,"1,133",144,nan,major,77,75,58,52,0,23,25,nan,nan
princess diana (with nicki minaj),"nicki minaj, ice spice",2,2023,4,14,1444,4,104992946,0,0,0,0,0,148,a,major,90,74,68,14,0,10,19,nan,nan
do we have a problem?,"nicki minaj, lil baby",2,2022,2,4,1064,0,81350745,42,1,26,0,0,120,c#,minor,84,54,51,47,0,12,40,nan,nan
bussin,"nicki minaj, lil baby",2,2022,2,11,847,0,64714573,25,0,14,0,0,140,b,major,89,75,70,6,0,13,5,nan,nan
69,"nicky jam, feid",2,2023,5,18,1134,22,57945987,39,14,48,2,3,93,g#,major,79,58,62,11,0,11,23,nan,nan
sunroof,"nicky youre, dazy",2,2021,12,3,3741,17,652704649,156,35,110,19,0,131,a#,major,77,84,71,35,0,15,4,nan,nan
every summertime,niki,1,2021,8,10,1211,2,290228626,30,2,5,0,6,79,f#,major,63,76,67,38,0,6,4,estonia,estonian; eesti; pop; female vocalist; vocaloid; death metal; rnb; indonesian; eesti musa; estonians like this shit; electronic; japanese; crap; lol; niki; vocarock; 88rising; seen live; rock; soul; omg; gay; alternative hip-hop; overrated; brutal death metal; lily; dolls; alternative soul; osu; vocaloidp; alternative rnb; sieg heil; ppc; afa shit; kanal2; estonian shit; kuki muki; indonesian rnb
unforgiven (feat. nile rodgers),"nile rodgers, le sserafim",2,2023,5,1,327,13,92035115,14,110,9,0,49,104,e,minor,80,38,88,11,0,11,5,nan,nan
something in the way - remastered 2021,nirvana,1,1991,9,24,9514,0,368646862,45,27,"1,197",0,43,106,g#,major,44,8,20,74,42,11,3,united states,grunge; rock; alternative; alternative rock; 90s; punk; nirvana; indie; american; seattle; hard rock; punk rock; metal; classic rock; kurt cobain; grunge rock; indie rock; usa; male vocalists; favorites
smells like teen spirit - remastered 2021,nirvana,1,1991,9,10,49991,9,1690192927,265,121,"12,367",4,160,117,c#,major,52,73,91,0,0,11,7,united states,grunge; rock; alternative; alternative rock; 90s; punk; nirvana; indie; american; seattle; hard rock; punk rock; metal; classic rock; kurt cobain; grunge rock; indie rock; usa; male vocalists; favorites
slut me out,nle choppa,1,2022,4,22,816,4,190490915,21,4,13,0,4,121,f#,minor,94,71,61,12,0,53,42,nan,nan
o.o,nmixx,1,2022,2,22,290,0,135444283,9,66,10,0,0,200,b,minor,39,28,77,4,0,6,29,nan,nan
danger (spider) (offset & jid),"offset, jid",2,2023,6,2,214,0,24975653,3,3,6,0,0,143,b,major,83,25,69,4,0,23,12,nan,nan
the family madrigal,"olga merediz, stephanie beatriz, encanto - cast",3,2021,11,19,1150,0,184937148,20,38,12,0,0,141,c#,major,59,56,63,12,0,6,36,nan,nan
life goes on,oliver tree,1,2020,7,17,2868,0,501541661,43,15,116,0,,80,nan,major,70,57,49,19,0,12,8,nan,nan
vampire,olivia rodrigo,1,2023,6,30,1397,113,140003974,94,207,91,14,949,138,f,major,51,32,53,17,0,31,6,nan,nan
deja vu,olivia rodrigo,1,2021,4,1,7545,4,1256880657,117,39,141,0,46,181,a,major,44,22,60,61,0,42,9,nan,nan
"jealousy, jealousy",olivia rodrigo,1,2021,5,21,3257,0,665765558,10,0,70,0,0,164,a#,minor,70,71,58,24,0,7,13,nan,nan
good 4 u,olivia rodrigo,1,2021,5,14,15563,6,1887039593,259,55,461,1,,166,f#,minor,56,68,66,28,0,11,18,nan,nan
drivers license,olivia rodrigo,1,2021,1,8,12685,3,1858144199,185,61,485,0,,144,a#,major,59,21,43,76,0,10,7,nan,nan
happier,olivia rodrigo,1,2021,5,21,3069,4,850608354,25,46,105,0,45,169,f#,major,39,36,45,81,0,8,13,nan,nan
favorite crime,olivia rodrigo,1,2021,5,21,3681,0,783706581,20,21,99,0,7,173,a,major,40,19,29,86,0,34,4,nan,nan
evergreen (you didnï¿½ï¿½ï¿½t deserve me a,omar apollo,1,2022,4,8,2499,0,227918678,70,0,49,0,0,82,a,major,70,31,34,60,1,11,4,nan,nan
night changes,one direction,1,2014,11,17,7124,18,1131090940,60,20,2,0,,120,g#,major,67,40,52,86,0,12,4,united kingdom,pop; british; one direction; boyband; x factor; pop rock; dance; male vocalists; rock; seen live; electronic; rnb; 1d; teen pop; harry styles; irish; brutal death metal; niall horan; uk; shit; boybands; liam payne; gay; cute; awesome; terrible; the worst thing ever to happen to music; louis tomlinson; zayn malik; sexy; guilty pleasure; overrated; <3; britpop; boy band; x-factor; white music for white people; black metal; love; amazing; love at first listen; talentless; cant sing; hitler; adolf hitler; simon cowell; brown music for pink people; racism in music sucks; reincarnation of hitler; bonehead; heil hitler; worse than hitler; white powder; anticommunist; brutal nazi scumcore with fascist influence and guest vocalist adolf hitler; white powercore; nazi kircore; anal music for anal people; nazi scumcore; my brother became nazi fucking scum after listening to this; nazi fucking scum; only cocksuckers can listen to this shit; gay metal; liam; x factor crap; dance-pop; powerpop; english; 10s; officially shit; nsbm; guys i would fuck; xfactor; zayn; what makes you beautiful; power pop; beautiful; england; american; hot; favorite; boys; awful; boy bands; harry; teen; cher lloyd; little things; one thing; camryn; fifth harmony; acoustic; soft rock; crap; perfect; girl groups; united kingdom; national socialist black metal; louis; music to listen while pederasting
i ain't worried,onerepublic,1,2022,5,13,8431,76,1085685420,241,127,458,37,332,140,nan,major,71,82,81,11,0,6,5,united states,rock; pop rock; alternative; alternative rock; indie; pop; american; piano rock; seen live; male vocalists; onerepublic; indie rock; soft rock; pop-rock; usa; 00s; one republic; easy listening; piano; band; indie pop; love; amazing; awesome; favorites; relaxing; acoustic; colorado; emo
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183,179,97,"3,394",11,153,122,c#,minor,66,48,71,6,0,12,4,united states,rock; pop rock; alternative; alternative rock; indie; pop; american; piano rock; seen live; male vocalists; onerepublic; indie rock; soft rock; pop-rock; usa; 00s; one republic; easy listening; piano; band; indie pop; love; amazing; awesome; favorites; relaxing; acoustic; colorado; emo
fin de semana,"oscar maydon, junior h",2,2023,1,13,592,14,307370144,11,84,6,1,30,98,nan,major,70,37,54,6,0,9,8,nan,nan
sin seï¿½ï,"ovy on the drums, quevedo",2,2022,7,22,1097,2,209106362,18,10,13,1,1,118,b,minor,82,75,85,33,1,11,4,nan,nan
ku lo sa - a colors show,oxlade,1,2022,6,10,2019,8,222410722,117,72,107,1,7,93,a#,minor,65,79,66,31,0,22,7,nan,nan
hey mor,"ozuna, feid",2,2022,10,6,4637,38,674072710,63,79,89,11,16,98,c#,minor,90,40,59,0,0,10,29,nan,nan
monotonï¿½,"ozuna, shakira",2,2022,10,19,3645,15,380726517,118,34,150,4,19,132,nan,minor,87,82,70,42,0,21,5,nan,nan
nos comemos (feat. ozuna),"ozuna, tiago pzk",2,2022,6,2,896,0,138334433,0,0,2,0,0,92,f#,major,83,56,82,10,0,9,5,nan,nan
trustfall,p!nk,1,2023,1,27,2098,16,134255790,88,24,101,7,451,122,g#,major,64,25,89,0,0,15,9,united states,pop; pop rock; female vocalists; rock; female; seen live; pink; american; p!nk; dance; rnb; singer-songwriter; female vocalist; 00s; alternative; punk; pop-rock; sexy; usa; hip-hop; alternative rock; electronic; r&b; soul; pop punk; indie; awesome; favorites; party; fun; dance-pop; amazing; cool; english
only love can hurt like this,paloma faith,1,2014,1,1,5148,0,588955257,90,22,365,0,114,91,g#,major,57,30,89,10,0,33,8,united kingdom,soul; female vocalists; british; pop; alternative; seen live; jazz; indie; female vocalist; 00s; paloma faith; singer-songwriter; blues; indie pop; alternative pop; rock; uk; soft rock; england; english; indie rock; london; jazzy; pop soul; lounge; female; funk; retro; female vocal; neo soul; neo-soul; united kingdom; spotify; retro soul; female singles; soulfuljazzalicious
house of memories,panic! at the disco,1,2016,1,15,2948,0,582863434,10,2,150,0,0,110,b,minor,51,48,82,0,0,5,3,united states,rock; alternative; emo; pop punk; indie; seen live; alternative rock; punk; indie rock; dance; pop rock; panic at the disco; pop; american; punk rock; electronic; pop-punk; dance rock; favorites; panic; male vocalists; fueled by ramen; not emo; baroque pop; pop-rock; officially shit; panic! at the disco; awesome; lame lame lame lame; love; indie pop; shit; amazing; gay; hardcore; screamo; 00s; art rock; electronica; usa; power pop; dance punk; wristslitters; powerpop; favorite; crap; las vegas; fun; emocore; metal; techno; catchy; cabaret; decaydance
wonderful christmastime - edited version / remastered 2011,paul mccartney,1,1979,11,16,1685,0,403939487,1,0,29,0,0,95,b,major,75,74,58,36,0,9,3,united kingdom,classic rock; rock; british; singer-songwriter; pop; seen live; the beatles; 70s; beatles; paul mccartney; 80s; soft rock; 60s; male vocalists; pop rock; liverpool; legend; 90s; oldies; rock and roll; genius; uk; classic; 00s; rock n roll; pop-rock; english; england; psychedelic rock; classical; adult contemporary; psychedelic; male vocalist; folk; favorites; mccartney; hard rock; britpop; alternative; guitar; british invasion; macca
plan a,paulo londra,1,2022,3,23,1105,0,240661097,32,0,19,0,0,174,nan,major,58,56,83,5,0,7,4,nan,nan
chance,paulo londra,1,2022,4,6,225,0,89566512,11,0,7,0,0,138,c#,minor,72,22,46,24,0,9,6,nan,nan
(it goes like) nanana - edit,peggy gou,1,2023,6,15,2259,59,57876440,0,0,109,17,0,130,g,minor,67,96,88,12,19,8,4,nan,nan
it's beginning to look a lot like christmas (with mitchell ayres & his orchestra),"perry como, the fontane sisters, mitchell ayres & his orchestra",3,1958,1,1,6290,0,295998468,89,39,158,0,0,113,g,major,73,72,32,77,0,15,5,nan,nan
por las noches,peso pluma,1,2021,6,11,457,24,330346424,8,116,4,3,2,92,nan,major,81,39,60,31,0,7,3,nan,nan
bye,peso pluma,1,2023,5,26,324,14,95053634,13,110,8,2,60,122,nan,major,78,70,81,57,0,10,5,nan,nan
tulum,"peso pluma, grupo frontera",2,2023,6,28,266,34,52294266,20,185,13,8,197,168,f#,major,56,63,87,39,0,11,5,nan,nan
siempre pendientes,"peso pluma, luis r conriquez",2,2022,8,15,685,5,295152154,15,79,4,2,0,136,nan,major,77,71,75,33,1,13,4,nan,nan
